bookName,author,email,id,authorUrl,pmUrl,bookUrl,followerCount,pageCount,viewCount,chaptersCount,lastUpdateDate,dataCollectionDate,actionPlanned
their world.,kurorin,,72693,https://www.royalroad.com/profile/72693,https://www.royalroad.com/private/send/72693,https://www.royalroad.com/fiction/29986/their-world,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Line in the Snow,Nejat Sari,,147768,https://www.royalroad.com/profile/147768,https://www.royalroad.com/private/send/147768,https://www.royalroad.com/fiction/30813/the-line-in-the-snow,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Imaginary Railroads,csyphrett,,102218,https://www.royalroad.com/profile/102218,https://www.royalroad.com/private/send/102218,https://www.royalroad.com/fiction/29954/imaginary-railroads,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Dispatch Work,PuzzleRaven,,88148,https://www.royalroad.com/profile/88148,https://www.royalroad.com/private/send/88148,https://www.royalroad.com/fiction/28508/dispatch-work,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Darkness - Loki story ----- Finished!!,FieryAmpharos,,143378,https://www.royalroad.com/profile/143378,https://www.royalroad.com/private/send/143378,https://www.royalroad.com/fiction/28549/darkness-loki-story-------finished,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Memo re: Astropolis Memorandum,Cerealisdelicious,,120434,https://www.royalroad.com/profile/120434,https://www.royalroad.com/private/send/120434,https://www.royalroad.com/fiction/30576/memo-re-astropolis-memorandum,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
A random dude's transfer,Thomas Jarrett,,149629,https://www.royalroad.com/profile/149629,https://www.royalroad.com/private/send/149629,https://www.royalroad.com/fiction/29709/a-random-dudes-transfer,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Malicious Arts: Astropolis Memorandum,Cerealisdelicious,,30576,https://www.royalroad.com/profile/120434,https://www.royalroad.com/private/send/120434,https://www.royalroad.com/fiction/30576/malicious-arts-astropolis-memorandum,1,168,668,9,MAY092020,15 Jun 2020 13:52:32 GMT,PM Sent
The Empty Desert,author_jameskeller,,31998,https://www.royalroad.com/profile/162685,https://www.royalroad.com/private/send/162685,https://www.royalroad.com/fiction/31998/the-empty-desert,0,89,298,7,MAY092020,15 Jun 2020 13:52:32 GMT,
Trying to survive in a terrible Kingdom/City.,FantasyCake,,32234,https://www.royalroad.com/profile/128566,https://www.royalroad.com/private/send/128566,https://www.royalroad.com/fiction/32234/trying-to-survive-in-a-terrible-kingdomcity,0,4,56,2,MAY092020,15 Jun 2020 13:52:32 GMT,
Fresh Start,ahmedsameh95,,33201,https://www.royalroad.com/profile/169882,https://www.royalroad.com/private/send/169882,https://www.royalroad.com/fiction/33201/fresh-start,0,3,44,1,JUNE102020,15 Jun 2020 13:52:32 GMT,
who,Lavhin,,33297,https://www.royalroad.com/profile/170431,https://www.royalroad.com/private/send/170431,https://www.royalroad.com/fiction/33297/who,0,1,27,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
Tell The Truth,BryanHouchen,,33088,https://www.royalroad.com/profile/167032,https://www.royalroad.com/private/send/167032,https://www.royalroad.com/fiction/33088/tell-the-truth,0,1,17,1,JUNE062020,15 Jun 2020 13:52:32 GMT,
Noitargim,Conan Highwoods,,33080,https://www.royalroad.com/profile/168883,https://www.royalroad.com/private/send/168883,https://www.royalroad.com/fiction/33080/noitargim,0,1,35,1,JUNE062020,15 Jun 2020 13:52:32 GMT,
This one time I dreamt that I was,Kurama97,,33099,https://www.royalroad.com/profile/34114,https://www.royalroad.com/private/send/34114,https://www.royalroad.com/fiction/33099/this-one-time-i-dreamt-that-i-was,0,1,14,1,JUNE072020,15 Jun 2020 13:52:32 GMT,
The Hero and Villain academy,Madison Marie,,33063,https://www.royalroad.com/profile/166009,https://www.royalroad.com/private/send/166009,https://www.royalroad.com/fiction/33063/the-hero-and-villain-academy,0,1,16,1,JUNE052020,15 Jun 2020 13:52:32 GMT,
Iron Cyclops Project,Liberius the Exiled Knight,,33039,https://www.royalroad.com/profile/115927,https://www.royalroad.com/private/send/115927,https://www.royalroad.com/fiction/33039/iron-cyclops-project,0,1,12,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
NOIM_RANDOM,Leonard Vincent Onera,,32607,https://www.royalroad.com/profile/101451,https://www.royalroad.com/private/send/101451,https://www.royalroad.com/fiction/32607/noimrandom,0,1,26,1,MAY182020,15 Jun 2020 13:52:32 GMT,
Hellscape,ComingStorm,,32800,https://www.royalroad.com/profile/139536,https://www.royalroad.com/private/send/139536,https://www.royalroad.com/fiction/32800/hellscape,0,1,15,1,MAY272020,15 Jun 2020 13:52:32 GMT,
School action,Happipiru,,32791,https://www.royalroad.com/profile/167750,https://www.royalroad.com/private/send/167750,https://www.royalroad.com/fiction/32791/school-action,0,1,12,1,MAY272020,15 Jun 2020 13:52:32 GMT,
The Seven Requiems of Aksel Parry,ezra llyr albern,,33197,https://www.royalroad.com/profile/169821,https://www.royalroad.com/private/send/169821,https://www.royalroad.com/fiction/33197/the-seven-requiems-of-aksel-parry,0,1,6,1,JUNE102020,15 Jun 2020 13:52:32 GMT,
Drawn Dawn of Dreams,Pollux,,33239,https://www.royalroad.com/profile/170157,https://www.royalroad.com/private/send/170157,https://www.royalroad.com/fiction/33239/drawn-dawn-of-dreams,0,1,21,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
The Zodiac Sign,gothicscorpio156,,32896,https://www.royalroad.com/profile/165605,https://www.royalroad.com/private/send/165605,https://www.royalroad.com/fiction/32896/the-zodiac-sign,0,0,34,1,MAY302020,15 Jun 2020 13:52:32 GMT,
Sleep Is Lord,Pranav Surendran,,32393,https://www.royalroad.com/profile/165078,https://www.royalroad.com/private/send/165078,https://www.royalroad.com/fiction/32393/sleep-is-lord,0,0,15,1,MAY112020,15 Jun 2020 13:52:32 GMT,
The dark lord,trust_07,,32845,https://www.royalroad.com/profile/167893,https://www.royalroad.com/private/send/167893,https://www.royalroad.com/fiction/32845/the-dark-lord,0,0,28,1,MAY282020,15 Jun 2020 13:52:32 GMT,
Lion of chaos,Mrlonely001,,32935,https://www.royalroad.com/profile/151234,https://www.royalroad.com/private/send/151234,https://www.royalroad.com/fiction/32935/lion-of-chaos,0,2,27,1,MAY312020,15 Jun 2020 13:52:32 GMT,
Life and Times of Jam Arson,R.W.Aiman,,32462,https://www.royalroad.com/profile/53606,https://www.royalroad.com/private/send/53606,https://www.royalroad.com/fiction/32462/life-and-times-of-jam-arson,0,2,26,1,MAY132020,15 Jun 2020 13:52:32 GMT,
The time when I became an Anti-Healer,MinsyMax,,32993,https://www.royalroad.com/profile/168790,https://www.royalroad.com/private/send/168790,https://www.royalroad.com/fiction/32993/the-time-when-i-became-an-anti-healer,0,2,34,1,JUNE032020,15 Jun 2020 13:52:32 GMT,
The Jade Princess,T M Sype,,32514,https://www.royalroad.com/profile/143786,https://www.royalroad.com/private/send/143786,https://www.royalroad.com/fiction/32514/the-jade-princess,0,2,30,1,MAY152020,15 Jun 2020 13:52:32 GMT,
Reimagined,S_cK,,32969,https://www.royalroad.com/profile/168588,https://www.royalroad.com/private/send/168588,https://www.royalroad.com/fiction/32969/reimagined,0,2,19,1,JUNE022020,15 Jun 2020 13:52:32 GMT,
The Genesis,Akaishi_Empz,,32435,https://www.royalroad.com/profile/64731,https://www.royalroad.com/private/send/64731,https://www.royalroad.com/fiction/32435/the-genesis,0,2,14,1,MAY122020,15 Jun 2020 13:52:32 GMT,
Fungi's Experiences,Fungi Man,,33060,https://www.royalroad.com/profile/169109,https://www.royalroad.com/private/send/169109,https://www.royalroad.com/fiction/33060/fungis-experiences,0,2,24,1,JUNE052020,15 Jun 2020 13:52:32 GMT,
Gates,Ted Y,,32991,https://www.royalroad.com/profile/168751,https://www.royalroad.com/private/send/168751,https://www.royalroad.com/fiction/32991/gates,0,2,25,1,JUNE032020,15 Jun 2020 13:52:32 GMT,
Concept Game Anthology,Remmie,,33095,https://www.royalroad.com/profile/79418,https://www.royalroad.com/private/send/79418,https://www.royalroad.com/fiction/33095/concept-game-anthology,0,2,15,1,JUNE072020,15 Jun 2020 13:52:32 GMT,
Blue-eyed Magician,Meowie101,,32618,https://www.royalroad.com/profile/146916,https://www.royalroad.com/private/send/146916,https://www.royalroad.com/fiction/32618/blue-eyed-magician,0,2,12,1,MAY192020,15 Jun 2020 13:52:32 GMT,
Rising Moon,GoblinTear,,33027,https://www.royalroad.com/profile/167518,https://www.royalroad.com/private/send/167518,https://www.royalroad.com/fiction/33027/rising-moon,0,1,19,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
Evo,Ivan829,,32483,https://www.royalroad.com/profile/157872,https://www.royalroad.com/private/send/157872,https://www.royalroad.com/fiction/32483/evo,0,1,112,2,MAY152020,15 Jun 2020 13:52:32 GMT,
The counting man in the deep,MVV,,32793,https://www.royalroad.com/profile/99056,https://www.royalroad.com/private/send/99056,https://www.royalroad.com/fiction/32793/the-counting-man-in-the-deep,0,1,31,2,MAY272020,15 Jun 2020 13:52:32 GMT,
Oracle,Eldritch Ori,,32649,https://www.royalroad.com/profile/166757,https://www.royalroad.com/private/send/166757,https://www.royalroad.com/fiction/32649/oracle,0,1,10,1,MAY202020,15 Jun 2020 13:52:32 GMT,
World of Devil fruits,Kyle Pham,,33263,https://www.royalroad.com/profile/160938,https://www.royalroad.com/private/send/160938,https://www.royalroad.com/fiction/33263/world-of-devil-fruits,0,1,19,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
When he needs my time: Todoroki X Bakugo,OrangeButterfly11,,32953,https://www.royalroad.com/profile/168427,https://www.royalroad.com/private/send/168427,https://www.royalroad.com/fiction/32953/when-he-needs-my-time-todoroki-x-bakugo,0,1,9,1,JUNE012020,15 Jun 2020 13:52:32 GMT,
[French] SECONDE CHANCE,MY BEAST,,32899,https://www.royalroad.com/profile/168286,https://www.royalroad.com/private/send/168286,https://www.royalroad.com/fiction/32899/french-seconde-chance,0,1,12,1,MAY312020,15 Jun 2020 13:52:32 GMT,
Beyond the Simulation,MutatedRat,,32508,https://www.royalroad.com/profile/13397,https://www.royalroad.com/private/send/13397,https://www.royalroad.com/fiction/32508/beyond-the-simulation,0,1,25,1,MAY152020,15 Jun 2020 13:52:32 GMT,
Sovronate,Gluggatron,,32394,https://www.royalroad.com/profile/165160,https://www.royalroad.com/private/send/165160,https://www.royalroad.com/fiction/32394/sovronate,0,1,17,1,MAY112020,15 Jun 2020 13:52:32 GMT,
Allow me,Pierro,,32401,https://www.royalroad.com/profile/165193,https://www.royalroad.com/private/send/165193,https://www.royalroad.com/fiction/32401/allow-me,0,1,16,1,MAY112020,15 Jun 2020 13:52:32 GMT,
Reel or Real,Geek3,,33244,https://www.royalroad.com/profile/170084,https://www.royalroad.com/private/send/170084,https://www.royalroad.com/fiction/33244/reel-or-real,0,10,34,4,JUNE152020,15 Jun 2020 13:52:32 GMT,
The Exploration Era,WrittenJae,,33052,https://www.royalroad.com/profile/155843,https://www.royalroad.com/private/send/155843,https://www.royalroad.com/fiction/33052/the-exploration-era,0,3,7,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
Return Of The Anarchists,TheRealPotatoKing,,32498,https://www.royalroad.com/profile/165433,https://www.royalroad.com/private/send/165433,https://www.royalroad.com/fiction/32498/return-of-the-anarchists,0,3,27,1,MAY142020,15 Jun 2020 13:52:32 GMT,
Your Answer,Mikiriko,,32554,https://www.royalroad.com/profile/120762,https://www.royalroad.com/private/send/120762,https://www.royalroad.com/fiction/32554/your-answer,0,3,20,1,MAY172020,15 Jun 2020 13:52:32 GMT,
Marvel Museum,ChaosPixie,,32920,https://www.royalroad.com/profile/168429,https://www.royalroad.com/private/send/168429,https://www.royalroad.com/fiction/32920/marvel-museum,0,3,22,1,MAY312020,15 Jun 2020 13:52:32 GMT,
The Beginning Of Adventure,Top Hat,,32434,https://www.royalroad.com/profile/165372,https://www.royalroad.com/private/send/165372,https://www.royalroad.com/fiction/32434/the-beginning-of-adventure,0,3,17,1,MAY122020,15 Jun 2020 13:52:32 GMT,
Rotten rot,Agent Paul 228,,33028,https://www.royalroad.com/profile/168979,https://www.royalroad.com/private/send/168979,https://www.royalroad.com/fiction/33028/rotten-rot,0,3,15,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
Heavenly Emperor And Devil Sovereign,Kushal Trivedi,,32356,https://www.royalroad.com/profile/164949,https://www.royalroad.com/private/send/164949,https://www.royalroad.com/fiction/32356/heavenly-emperor-and-devil-sovereign,0,3,18,1,MAY092020,15 Jun 2020 13:52:32 GMT,
Desert tales,Eftg,,32354,https://www.royalroad.com/profile/56451,https://www.royalroad.com/private/send/56451,https://www.royalroad.com/fiction/32354/desert-tales,0,3,29,1,MAY092020,15 Jun 2020 13:52:32 GMT,
Eldritch Horror (prelude),EldritchCowbear,,33100,https://www.royalroad.com/profile/169293,https://www.royalroad.com/private/send/169293,https://www.royalroad.com/fiction/33100/eldritch-horror-prelude,0,2,10,1,JUNE072020,15 Jun 2020 13:52:32 GMT,
Seer of the South,Ruari O'doubhlain,,32684,https://www.royalroad.com/profile/151036,https://www.royalroad.com/private/send/151036,https://www.royalroad.com/fiction/32684/seer-of-the-south,0,2,22,1,MAY212020,15 Jun 2020 13:52:32 GMT,
Natchitoches,caseyd1110,,32639,https://www.royalroad.com/profile/166694,https://www.royalroad.com/private/send/166694,https://www.royalroad.com/fiction/32639/natchitoches,0,2,16,1,MAY202020,15 Jun 2020 13:52:32 GMT,
Gatekeeping Between Worlds,glbell,,32505,https://www.royalroad.com/profile/144652,https://www.royalroad.com/private/send/144652,https://www.royalroad.com/fiction/32505/gatekeeping-between-worlds,0,2,71,1,MAY152020,15 Jun 2020 13:52:32 GMT,
MeatPunk,Bansh,,32436,https://www.royalroad.com/profile/119296,https://www.royalroad.com/private/send/119296,https://www.royalroad.com/fiction/32436/meatpunk,0,2,22,1,MAY122020,15 Jun 2020 13:52:32 GMT,
The Caves beneath Eisreisenwelt,PalaceOfficial,,33249,https://www.royalroad.com/profile/170129,https://www.royalroad.com/private/send/170129,https://www.royalroad.com/fiction/33249/the-caves-beneath-eisreisenwelt,1,2,11,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
CLOUDSBANE,ephemaires,,33254,https://www.royalroad.com/profile/165952,https://www.royalroad.com/private/send/165952,https://www.royalroad.com/fiction/33254/cloudsbane,0,2,7,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
The Angry Dryad,Violinprincess,,33279,https://www.royalroad.com/profile/96531,https://www.royalroad.com/private/send/96531,https://www.royalroad.com/fiction/33279/the-angry-dryad,0,2,43,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
The Super Immortalis Family,Natronicon,,32824,https://www.royalroad.com/profile/167821,https://www.royalroad.com/private/send/167821,https://www.royalroad.com/fiction/32824/the-super-immortalis-family,0,2,23,1,MAY282020,15 Jun 2020 13:52:32 GMT,
The Melancholic Katrya,Waititu,,32355,https://www.royalroad.com/profile/161652,https://www.royalroad.com/private/send/161652,https://www.royalroad.com/fiction/32355/the-melancholic-katrya,0,2,17,1,MAY092020,15 Jun 2020 13:52:32 GMT,
Short Story: The Reclusive Monster,1silversword,,32636,https://www.royalroad.com/profile/165934,https://www.royalroad.com/private/send/165934,https://www.royalroad.com/fiction/32636/short-story-the-reclusive-monster,0,2,22,1,MAY202020,15 Jun 2020 13:52:32 GMT,
Doors,Cheshark,,28862,https://www.royalroad.com/profile/59820,https://www.royalroad.com/private/send/59820,https://www.royalroad.com/fiction/28862/doors,0,4,90,2,MAY282020,15 Jun 2020 13:52:32 GMT,
Blades,RockinBaliset,,33204,https://www.royalroad.com/profile/169918,https://www.royalroad.com/private/send/169918,https://www.royalroad.com/fiction/33204/blades,0,4,14,1,JUNE102020,15 Jun 2020 13:52:32 GMT,
God Struck,KP LLC,,32692,https://www.royalroad.com/profile/166845,https://www.royalroad.com/private/send/166845,https://www.royalroad.com/fiction/32692/god-struck,0,4,39,1,MAY222020,15 Jun 2020 13:52:32 GMT,
Ultimate Creation,remlepatani,,32996,https://www.royalroad.com/profile/168811,https://www.royalroad.com/private/send/168811,https://www.royalroad.com/fiction/32996/ultimate-creation,0,4,41,1,JUNE032020,15 Jun 2020 13:52:32 GMT,
Finders,PalaceOfficial,,33234,https://www.royalroad.com/profile/170129,https://www.royalroad.com/private/send/170129,https://www.royalroad.com/fiction/33234/finders,0,4,15,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
The detective,Roza Maria Kerim,,33110,https://www.royalroad.com/profile/169400,https://www.royalroad.com/private/send/169400,https://www.royalroad.com/fiction/33110/the-detective,0,4,15,1,JUNE072020,15 Jun 2020 13:52:32 GMT,
Ebony Gauntlets,Chris Weih,,32668,https://www.royalroad.com/profile/166929,https://www.royalroad.com/private/send/166929,https://www.royalroad.com/fiction/32668/ebony-gauntlets,0,4,14,1,MAY212020,15 Jun 2020 13:52:32 GMT,
enigmatica,enigmatica,,33074,https://www.royalroad.com/profile/169182,https://www.royalroad.com/private/send/169182,https://www.royalroad.com/fiction/33074/enigmatica,0,4,14,1,JUNE062020,15 Jun 2020 13:52:32 GMT,
Overthrowing Kingdoms and other Hobbies,pianofish,,33148,https://www.royalroad.com/profile/169621,https://www.royalroad.com/private/send/169621,https://www.royalroad.com/fiction/33148/overthrowing-kingdoms-and-other-hobbies,0,4,12,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
Voidrunner,Greenhorn912,,33037,https://www.royalroad.com/profile/166872,https://www.royalroad.com/private/send/166872,https://www.royalroad.com/fiction/33037/voidrunner,0,4,15,1,JUNE042020,15 Jun 2020 13:52:32 GMT,
Chariot storm,Siya Mbalekwa,,32646,https://www.royalroad.com/profile/163628,https://www.royalroad.com/private/send/163628,https://www.royalroad.com/fiction/32646/chariot-storm,0,4,12,1,MAY202020,15 Jun 2020 13:52:32 GMT,
Twisted Crimson,Min Pyae Sone,,33014,https://www.royalroad.com/profile/168914,https://www.royalroad.com/private/send/168914,https://www.royalroad.com/fiction/33014/twisted-crimson,0,4,38,2,JUNE042020,15 Jun 2020 13:52:32 GMT,
The Observer,GreenTea King,,32841,https://www.royalroad.com/profile/67920,https://www.royalroad.com/private/send/67920,https://www.royalroad.com/fiction/32841/the-observer,0,3,16,1,MAY282020,15 Jun 2020 13:52:32 GMT,
A New Perspective (A Kammi Kettu fan fic),AddyWrites,,32370,https://www.royalroad.com/profile/164970,https://www.royalroad.com/private/send/164970,https://www.royalroad.com/fiction/32370/a-new-perspective-a-kammi-kettu-fan-fic,0,3,49,1,MAY092020,15 Jun 2020 13:52:32 GMT,
My Feelings Towards You,WanMoose,,33015,https://www.royalroad.com/profile/168810,https://www.royalroad.com/private/send/168810,https://www.royalroad.com/fiction/33015/my-feelings-towards-you,0,3,33,2,JUNE032020,15 Jun 2020 13:52:32 GMT,
Immersive Realities,Ruari O'doubhlain,,32647,https://www.royalroad.com/profile/151036,https://www.royalroad.com/private/send/151036,https://www.royalroad.com/fiction/32647/immersive-realities,0,3,12,1,MAY202020,15 Jun 2020 13:52:32 GMT,
Addiction,Ian D Mooby,,32501,https://www.royalroad.com/profile/165760,https://www.royalroad.com/private/send/165760,https://www.royalroad.com/fiction/32501/addiction,0,3,13,1,MAY152020,15 Jun 2020 13:52:32 GMT,
A boy I once knew,Alexander_E,,32665,https://www.royalroad.com/profile/96537,https://www.royalroad.com/private/send/96537,https://www.royalroad.com/fiction/32665/a-boy-i-once-knew,0,3,13,1,MAY212020,15 Jun 2020 13:52:32 GMT,
Faceless mask,Success Chinagorom,,32527,https://www.royalroad.com/profile/162721,https://www.royalroad.com/private/send/162721,https://www.royalroad.com/fiction/32527/faceless-mask,0,3,50,2,MAY232020,15 Jun 2020 13:52:32 GMT,
Dunno Yet,Littl3Hunt3r,,32864,https://www.royalroad.com/profile/168050,https://www.royalroad.com/private/send/168050,https://www.royalroad.com/fiction/32864/dunno-yet,0,3,17,1,MAY292020,15 Jun 2020 13:52:32 GMT,
The Evil in the Woods,BrittneyStar,,32697,https://www.royalroad.com/profile/167158,https://www.royalroad.com/private/send/167158,https://www.royalroad.com/fiction/32697/the-evil-in-the-woods,0,5,24,1,MAY232020,15 Jun 2020 13:52:32 GMT,
Ruler,Highelder101,,33256,https://www.royalroad.com/profile/170245,https://www.royalroad.com/private/send/170245,https://www.royalroad.com/fiction/33256/ruler,0,5,15,1,JUNE112020,15 Jun 2020 13:52:32 GMT,
Farewell,Kiara,,32579,https://www.royalroad.com/profile/166341,https://www.royalroad.com/private/send/166341,https://www.royalroad.com/fiction/32579/farewell,0,5,19,1,MAY182020,15 Jun 2020 13:52:32 GMT,
Blood from the Fur,Krieger Sherren,,33219,https://www.royalroad.com/profile/169605,https://www.royalroad.com/private/send/169605,https://www.royalroad.com/fiction/33219/blood-from-the-fur,0,5,30,1,JUNE102020,15 Jun 2020 13:52:32 GMT,
Gaia's Cauldron,SinSuzushi,,33173,https://www.royalroad.com/profile/60410,https://www.royalroad.com/private/send/60410,https://www.royalroad.com/fiction/33173/gaias-cauldron,0,5,19,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
Ruby Sonia; the dragon whisperer,Catface,,32977,https://www.royalroad.com/profile/162778,https://www.royalroad.com/private/send/162778,https://www.royalroad.com/fiction/32977/ruby-sonia-the-dragon-whisperer,0,5,20,1,JUNE022020,15 Jun 2020 13:52:32 GMT,
The Killer Death,Hopenshower,,33147,https://www.royalroad.com/profile/162510,https://www.royalroad.com/private/send/162510,https://www.royalroad.com/fiction/33147/the-killer-death,0,5,16,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
Truth of life,WhatisLife,,32597,https://www.royalroad.com/profile/166439,https://www.royalroad.com/private/send/166439,https://www.royalroad.com/fiction/32597/truth-of-life,0,5,33,1,MAY182020,15 Jun 2020 13:52:32 GMT,
The World next to this,PalaceOfficial,,33265,https://www.royalroad.com/profile/170129,https://www.royalroad.com/private/send/170129,https://www.royalroad.com/fiction/33265/the-world-next-to-this,0,5,17,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
Between the Worlds - The Crimson Clock #1,Anti-HyperLink,,33007,https://www.royalroad.com/profile/168874,https://www.royalroad.com/private/send/168874,https://www.royalroad.com/fiction/33007/between-the-worlds-the-crimson-clock-1,0,5,10,1,JUNE032020,15 Jun 2020 13:52:32 GMT,
A Servant's Pride,HindsightOracle,,32957,https://www.royalroad.com/profile/167061,https://www.royalroad.com/private/send/167061,https://www.royalroad.com/fiction/32957/a-servants-pride,0,8,104,3,JUNE142020,15 Jun 2020 13:52:32 GMT,
Atlas the Traveler,Clonetone,,33270,https://www.royalroad.com/profile/155950,https://www.royalroad.com/private/send/155950,https://www.royalroad.com/fiction/33270/atlas-the-traveler,0,5,14,1,JUNE122020,15 Jun 2020 13:52:32 GMT,
The Roses are Frowning,Wnuscnke,,32661,https://www.royalroad.com/profile/166839,https://www.royalroad.com/private/send/166839,https://www.royalroad.com/fiction/32661/the-roses-are-frowning,0,5,21,1,MAY212020,15 Jun 2020 13:52:32 GMT,
The pain they felt,readingbooks2006,,32698,https://www.royalroad.com/profile/165322,https://www.royalroad.com/private/send/165322,https://www.royalroad.com/fiction/32698/the-pain-they-felt,0,5,11,1,MAY232020,15 Jun 2020 13:52:32 GMT,
Chronicles of Dras,Theobane,,33160,https://www.royalroad.com/profile/169722,https://www.royalroad.com/private/send/169722,https://www.royalroad.com/fiction/33160/chronicles-of-dras,0,5,17,1,JUNE082020,15 Jun 2020 13:52:32 GMT,
Tiresias Woke,Leo Walsh,,32946,https://www.royalroad.com/profile/168110,https://www.royalroad.com/private/send/168110,https://www.royalroad.com/fiction/32946/tiresias-woke,0,5,79,2,JUNE032020,15 Jun 2020 13:52:32 GMT,
Fallen Souls,Megan Plude,,32931,https://www.royalroad.com/profile/168492,https://www.royalroad.com/private/send/168492,https://www.royalroad.com/fiction/32931/fallen-souls,0,5,15,1,MAY312020,15 Jun 2020 13:52:32 GMT,
Eternal War,Dia,,33120,https://www.royalroad.com/profile/71768,https://www.royalroad.com/private/send/71768,https://www.royalroad.com/fiction/33120/eternal-war,0,9,73,1,JUNE072020,15 Jun 2020 13:52:32 GMT,
Surface Tension,Charlie_B,,32914,https://www.royalroad.com/profile/168384,https://www.royalroad.com/private/send/168384,https://www.royalroad.com/fiction/32914/surface-tension,0,9,153,4,JUNE142020,15 Jun 2020 13:52:32 GMT,
The Oracle Generation,SweetKryptonite,,33097,https://www.royalroad.com/profile/169319,https://www.royalroad.com/private/send/169319,https://www.royalroad.com/fiction/33097/the-oracle-generation,0,4,17,1,JUNE072020,15 Jun 2020 13:52:32 GMT,
The Sea God's Wife,yams,,32863,https://www.royalroad.com/profile/168076,https://www.royalroad.com/private/send/168076,https://www.royalroad.com/fiction/32863/the-sea-gods-wife,0,7,63,1,MAY292020,15 Jun 2020 13:52:32 GMT,
NEVERMORE,corvus_corax,,32104,https://www.royalroad.com/profile/162304,https://www.royalroad.com/private/send/162304,https://www.royalroad.com/fiction/32104/nevermore,0,7,100,3,MAY302020,15 Jun 2020 13:52:32 GMT,
Eternal God : My Own Path,blank vilan,,31846,https://www.royalroad.com/profile/156791,https://www.royalroad.com/private/send/156791,https://www.royalroad.com/fiction/31846/eternal-god-my-own-path,0,7,65,2,MAY162020,15 Jun 2020 13:52:32 GMT,
Not A Story,sociallyintrigued,,32396,https://www.royalroad.com/profile/165144,https://www.royalroad.com/private/send/165144,https://www.royalroad.com/fiction/32396/not-a-story,0,7,21,1,MAY112020,15 Jun 2020 13:52:32 GMT,
Keydon's Fantasia of Fables,sparkypi,,31938,https://www.royalroad.com/profile/149532,https://www.royalroad.com/private/send/149532,https://www.royalroad.com/fiction/31938/keydons-fantasia-of-fables,0,7,54,2,MAY162020,15 Jun 2020 13:52:32 GMT,PM Sent
Mr. Tall Dark and Handsome,deu6,,32717,https://www.royalroad.com/profile/167298,https://www.royalroad.com/private/send/167298,https://www.royalroad.com/fiction/32717/mr-tall-dark-and-handsome,0,7,18,1,MAY242020,15 Jun 2020 13:52:32 GMT,
Shoelace,S Creations,,33280,https://www.royalroad.com/profile/163520,https://www.royalroad.com/private/send/163520,https://www.royalroad.com/fiction/33280/shoelace,0,6,51,2,JUNE122020,15 Jun 2020 13:52:32 GMT,
A Gift,Alex Moon,,32503,https://www.royalroad.com/profile/165785,https://www.royalroad.com/private/send/165785,https://www.royalroad.com/fiction/32503/a-gift,0,6,13,1,MAY152020,15 Jun 2020 13:52:32 GMT,
Mark of the Abyss,Meowie101,,32709,https://www.royalroad.com/profile/146916,https://www.royalroad.com/private/send/146916,https://www.royalroad.com/fiction/32709/mark-of-the-abyss,0,6,28,1,MAY232020,15 Jun 2020 13:52:32 GMT,
Better My Chances,Mystic Peace,,32701,https://www.royalroad.com/profile/167162,https://www.royalroad.com/private/send/167162,https://www.royalroad.com/fiction/32701/better-my-chances,0,6,66,2,MAY242020,15 Jun 2020 13:52:32 GMT,
Wanderer Of The Five Kingdoms,7g3p,,32366,https://www.royalroad.com/profile/54777,https://www.royalroad.com/private/send/54777,https://www.royalroad.com/fiction/32366/wanderer-of-the-five-kingdoms,0,6,26,1,MAY092020,15 Jun 2020 13:52:32 GMT,
Eldritch,Dustinriddleymatter,,32432,https://www.royalroad.com/profile/148570,https://www.royalroad.com/private/send/148570,https://www.royalroad.com/fiction/32432/eldritch,0,6,28,1,MAY122020,15 Jun 2020 13:52:32 GMT,
The Cross Family Chronicles: Murder at Castlewood Canyon,Nicholas S. Casale,,33291,https://www.royalroad.com/profile/118423,https://www.royalroad.com/private/send/118423,https://www.royalroad.com/fiction/33291/the-cross-family-chronicles-murder-at-castlewood,0,6,25,2,JUNE122020,15 Jun 2020 13:52:32 GMT,
